id,parent_id/id,code,name,iva_affected,tax_category,internet_available,active
l10n_cl_partner_activity_469,l10n_cl_partner_activity_468,466100,"VENTA AL POR MAYOR DE COMBUSTIBLES SÓLIDOS, LÍQUIDOS Y GASEOSOS Y PRODUCTOS CONEXOS ",yes,1,1,1
l10n_cl_partner_activity_470,l10n_cl_partner_activity_468,466200,VENTA AL POR MAYOR DE METALES Y MINERALES METALÍFEROS ,yes,1,1,1
l10n_cl_partner_activity_471,l10n_cl_partner_activity_468,466301,VENTA AL POR MAYOR DE MADERA EN BRUTO Y PRODUCTOS PRIMARIOS DE LA ELABORACIÓN DE MADERA ,yes,1,1,1
l10n_cl_partner_activity_472,l10n_cl_partner_activity_468,466302,"VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCIÓN, ARTÍCULOS DE FERRETERÍA, GASFITERÍA Y CALEFACCIÓN ",yes,1,1,1
l10n_cl_partner_activity_473,l10n_cl_partner_activity_468,466901,VENTA AL POR MAYOR DE PRODUCTOS QUÍMICOS ,yes,1,1,1
l10n_cl_partner_activity_474,l10n_cl_partner_activity_468,466902,VENTA AL POR MAYOR DE DESECHOS METÁLICOS (CHATARRA) ,yes,1,1,1
l10n_cl_partner_activity_475,l10n_cl_partner_activity_468,466909,"VENTA AL POR MAYOR DE DESPERDICIOS, DESECHOS Y OTROS PRODUCTOS N.C.P. ",yes,1,0,1
l10n_cl_partner_activity_476,l10n_cl_partner_activity_418,,VENTA AL POR MAYOR NO ESPECIALIZADA                 ,not,nd,1,1
l10n_cl_partner_activity_477,l10n_cl_partner_activity_476,469000,VENTA AL POR MAYOR NO ESPECIALIZADA ,yes,1,0,1
l10n_cl_partner_activity_478,l10n_cl_partner_activity_418,,VENTA AL POR MENOR EN COMERCIOS NO ESPECIALIZADOS               ,not,nd,1,1
l10n_cl_partner_activity_479,l10n_cl_partner_activity_478,471100,"VENTA AL POR MENOR EN COMERCIOS DE ALIMENTOS, BEBIDAS O TABACO (SUPERMERCADOS E HIPERMERCADOS) ",yes,1,1,1
l10n_cl_partner_activity_480,l10n_cl_partner_activity_478,471910,VENTA AL POR MENOR EN COMERCIOS DE VESTUARIO Y PRODUCTOS PARA EL HOGAR (GRANDES TIENDAS) ,yes,1,1,1
l10n_cl_partner_activity_481,l10n_cl_partner_activity_478,471990,OTRAS ACTIVIDADES DE VENTA AL POR MENOR EN COMERCIOS NO ESPECIALIZADOS N.C.P. ,yes,1,1,1
l10n_cl_partner_activity_482,l10n_cl_partner_activity_418,,"VENTA AL POR MENOR DE ALIMENTOS, BEBIDAS Y TABACO EN COMERCIOS ESPECIALIZADOS           ",not,nd,1,1
l10n_cl_partner_activity_483,l10n_cl_partner_activity_482,472101,VENTA AL POR MENOR DE ALIMENTOS EN COMERCIOS ESPECIALIZADOS (ALMACENES PEQUEÑOS Y MINIMARKET) ,yes,1,1,1
l10n_cl_partner_activity_484,l10n_cl_partner_activity_482,472102,VENTA AL POR MENOR EN COMERCIOS ESPECIALIZADOS DE CARNE Y PRODUCTOS CÁRNICOS  ,yes,1,1,1
l10n_cl_partner_activity_485,l10n_cl_partner_activity_482,472103,VENTA AL POR MENOR EN COMERCIOS ESPECIALIZADOS DE FRUTAS Y VERDURAS (VERDULERÍAS) ,yes,1,1,1
l10n_cl_partner_activity_486,l10n_cl_partner_activity_482,472104,"VENTA AL POR MENOR EN COMERCIOS ESPECIALIZADOS DE PESCADO, MARISCOS Y PRODUCTOS CONEXOS ",yes,1,1,1
l10n_cl_partner_activity_487,l10n_cl_partner_activity_482,472105,VENTA AL POR MENOR EN COMERCIOS ESPECIALIZADOS DE PRODUCTOS DE PANADERÍA Y PASTELERÍA ,yes,1,1,1
l10n_cl_partner_activity_488,l10n_cl_partner_activity_482,472109,"VENTA AL POR MENOR EN COMERCIOS ESPECIALIZADOS DE HUEVOS, CONFITES Y PRODUCTOS ALIMENTICIOS N.C.P. ",yes,1,1,1
l10n_cl_partner_activity_489,l10n_cl_partner_activity_482,472200,VENTA AL POR MENOR DE BEBIDAS ALCOHÓLICAS Y NO ALCOHÓLICAS EN COMERCIOS ESPECIALIZADOS (BOTILLERÍAS) ,yes,1,1,1
l10n_cl_partner_activity_490,l10n_cl_partner_activity_482,472300,VENTA AL POR MENOR DE TABACO Y PRODUCTOS DE TABACO EN COMERCIOS ESPECIALIZADOS ,yes,1,1,1
l10n_cl_partner_activity_491,l10n_cl_partner_activity_418,,VENTA AL POR MENOR DE COMBUSTIBLES PARA VEHÍCULOS AUTOMOTORES EN COMERCIOS ESPECIALIZADOS           ,not,nd,1,1
l10n_cl_partner_activity_492,l10n_cl_partner_activity_491,473000,VENTA AL POR MENOR DE COMBUSTIBLES PARA VEHÍCULOS AUTOMOTORES EN COMERCIOS ESPECIALIZADOS ,yes,1,1,1
l10n_cl_partner_activity_493,l10n_cl_partner_activity_491,474100,"VENTA AL POR MENOR DE COMPUTADORES, EQUIPO PERIFÉRICO, PROGRAMAS INFORMÁTICOS Y EQUIPO DE TELECOM. ",yes,1,1,1
l10n_cl_partner_activity_494,l10n_cl_partner_activity_491,474200,VENTA AL POR MENOR DE EQUIPO DE SONIDO Y DE VIDEO EN COMERCIOS ESPECIALIZADOS ,yes,1,1,1
l10n_cl_partner_activity_495,l10n_cl_partner_activity_418,,VENTA AL POR MENOR DE OTROS ENSERES DOMÉSTICOS EN COMERCIOS ESPECIALIZADOS            ,not,nd,1,1
l10n_cl_partner_activity_496,l10n_cl_partner_activity_495,475100,"VENTA AL POR MENOR DE TELAS, LANAS, HILOS Y SIMILARES EN COMERCIOS ESPECIALIZADOS ",yes,1,1,1
l10n_cl_partner_activity_497,l10n_cl_partner_activity_495,475201,VENTA AL POR MENOR DE ARTÍCULOS DE FERRETERÍA Y MATERIALES DE CONSTRUCCIÓN  ,yes,1,1,1
l10n_cl_partner_activity_498,l10n_cl_partner_activity_495,475202,"VENTA AL POR MENOR DE PINTURAS, BARNICES Y LACAS EN COMERCIOS ESPECIALIZADOS ",yes,1,1,1
l10n_cl_partner_activity_499,l10n_cl_partner_activity_495,475203,VENTA AL POR MENOR DE PRODUCTOS DE VIDRIO EN COMERCIOS ESPECIALIZADOS ,yes,1,1,1
l10n_cl_partner_activity_500,l10n_cl_partner_activity_495,475300,"VENTA AL POR MENOR DE TAPICES, ALFOMBRAS Y CUBRIMIENTOS PARA PAREDES Y PISOS ",yes,1,1,1
l10n_cl_partner_activity_501,l10n_cl_partner_activity_495,475901,VENTA AL POR MENOR DE MUEBLES Y COLCHONES EN COMERCIOS ESPECIALIZADOS ,yes,1,1,1
l10n_cl_partner_activity_502,l10n_cl_partner_activity_495,475902,VENTA AL POR MENOR DE INSTRUMENTOS MUSICALES EN COMERCIOS ESPECIALIZADOS ,yes,1,1,1
l10n_cl_partner_activity_503,l10n_cl_partner_activity_495,475909,"VENTA AL POR MENOR DE APARATOS ELÉCTRICOS, TEXTILES PARA EL HOGAR Y OTROS ENSERES DOMÉSTICOS N.C.P. ",yes,1,1,1
l10n_cl_partner_activity_504,l10n_cl_partner_activity_418,,VENTA AL POR MENOR DE PRODUCTOS CULTURALES Y RECREATIVOS EN COMERCIOS ESPECIALIZADOS           ,not,nd,1,1
l10n_cl_partner_activity_505,l10n_cl_partner_activity_504,476101,VENTA AL POR MENOR DE LIBROS EN COMERCIOS ESPECIALIZADOS ,yes,1,1,1
l10n_cl_partner_activity_506,l10n_cl_partner_activity_504,476102,VENTA AL POR MENOR DE DIARIOS Y REVISTAS EN COMERCIOS ESPECIALIZADOS ,yes,1,1,1
l10n_cl_partner_activity_507,l10n_cl_partner_activity_504,476103,VENTA AL POR MENOR DE ARTÍCULOS DE PAPELERÍA Y ESCRITORIO EN COMERCIOS ESPECIALIZADOS ,yes,1,1,1
l10n_cl_partner_activity_508,l10n_cl_partner_activity_504,476200,VENTA AL POR MENOR DE GRABACIONES DE MÚSICA Y DE VIDEO EN COMERCIOS ESPECIALIZADOS ,yes,1,1,1
l10n_cl_partner_activity_509,l10n_cl_partner_activity_504,476301,VENTA AL POR MENOR DE ARTÍCULOS DE CAZA Y PESCA EN COMERCIOS ESPECIALIZADOS ,yes,1,1,1
l10n_cl_partner_activity_510,l10n_cl_partner_activity_504,476302,VENTA AL POR MENOR DE BICICLETAS Y SUS REPUESTOS EN COMERCIOS ESPECIALIZADOS ,yes,1,1,1
l10n_cl_partner_activity_511,l10n_cl_partner_activity_504,476309,VENTA AL POR MENOR DE OTROS ARTÍCULOS Y EQUIPOS DE DEPORTE N.C.P. ,yes,1,1,1
l10n_cl_partner_activity_512,l10n_cl_partner_activity_504,476400,VENTA AL POR MENOR DE JUEGOS Y JUGUETES EN COMERCIOS ESPECIALIZADOS ,yes,1,1,1
l10n_cl_partner_activity_513,l10n_cl_partner_activity_418,,VENTA AL POR MENOR DE OTROS PRODUCTOS EN COMERCIOS ESPECIALIZADOS             ,not,nd,1,1
l10n_cl_partner_activity_514,l10n_cl_partner_activity_513,477101,VENTA AL POR MENOR DE CALZADO EN COMERCIOS ESPECIALIZADOS ,yes,1,1,1
l10n_cl_partner_activity_515,l10n_cl_partner_activity_513,477102,VENTA AL POR MENOR DE PRENDAS Y ACCESORIOS DE VESTIR EN COMERCIOS ESPECIALIZADOS ,yes,1,1,1
l10n_cl_partner_activity_516,l10n_cl_partner_activity_513,477103,"VENTA AL POR MENOR DE CARTERAS, MALETAS Y OTROS ACCESORIOS DE VIAJE EN COMERCIOS ESPECIALIZADOS ",yes,1,1,1
l10n_cl_partner_activity_517,l10n_cl_partner_activity_513,477201,VENTA AL POR MENOR DE PRODUCTOS FARMACÉUTICOS Y MEDICINALES EN COMERCIOS ESPECIALIZADOS ,yes,1,1,1
l10n_cl_partner_activity_518,l10n_cl_partner_activity_513,477202,VENTA AL POR MENOR DE ARTÍCULOS ORTOPÉDICOS EN COMERCIOS ESPECIALIZADOS ,yes,1,1,1
l10n_cl_partner_activity_519,l10n_cl_partner_activity_513,477203,"VENTA AL POR MENOR DE ARTÍCULOS DE PERFUMERÍA, DE TOCADOR Y COSMÉTICOS EN COMERCIOS ESPECIALIZADOS ",yes,1,1,1
l10n_cl_partner_activity_520,l10n_cl_partner_activity_513,477310,VENTA AL POR MENOR DE GAS LICUADO EN BOMBONAS (CILINDROS) EN COMERCIOS ESPECIALIZADOS ,yes,1,1,1
l10n_cl_partner_activity_521,l10n_cl_partner_activity_513,477391,VENTA AL POR MENOR DE ALIMENTO Y ACCESORIOS PARA MASCOTAS EN COMERCIOS ESPECIALIZADOS ,yes,1,1,1
l10n_cl_partner_activity_522,l10n_cl_partner_activity_513,477392,VENTA AL POR MENOR DE ARMAS Y MUNICIONES EN COMERCIOS ESPECIALIZADOS ,yes,1,1,1
l10n_cl_partner_activity_523,l10n_cl_partner_activity_513,477393,VENTA AL POR MENOR DE ARTÍCULOS ÓPTICOS EN COMERCIOS ESPECIALIZADOS ,yes,1,1,1
l10n_cl_partner_activity_524,l10n_cl_partner_activity_513,477394,"VENTA AL POR MENOR DE ARTÍCULOS DE JOYERÍA, BISUTERÍA Y RELOJERÍA EN COMERCIOS ESPECIALIZADOS ",yes,1,1,1
l10n_cl_partner_activity_525,l10n_cl_partner_activity_513,477395,"VENTA AL POR MENOR DE CARBÓN, LEÑA Y OTROS COMBUSTIBLES DE USO DOMÉSTICO EN COMERCIOS ESPECIALIZADOS ",yes,1,1,1
l10n_cl_partner_activity_526,l10n_cl_partner_activity_513,477396,"VENTA AL POR MENOR DE RECUERDOS, ARTESANÍAS Y ARTÍCULOS RELIGIOSOS EN COMERCIOS ESPECIALIZADOS ",yes,1,1,1
l10n_cl_partner_activity_527,l10n_cl_partner_activity_513,477397,"VENTA AL POR MENOR DE FLORES, PLANTAS, ARBOLES, SEMILLAS Y ABONOS EN COMERCIOS ESPECIALIZADOS ",yes,1,1,1
l10n_cl_partner_activity_528,l10n_cl_partner_activity_513,477398,VENTA AL POR MENOR DE MASCOTAS EN COMERCIOS ESPECIALIZADOS ,yes,1,1,1
l10n_cl_partner_activity_529,l10n_cl_partner_activity_513,477399,VENTA AL POR MENOR DE OTROS PRODUCTOS EN COMERCIOS ESPECIALIZADOS N.C.P. ,yes,1,1,1
l10n_cl_partner_activity_530,l10n_cl_partner_activity_513,477401,VENTA AL POR MENOR DE ANTIGÜEDADES EN COMERCIOS ,yes,1,1,1
l10n_cl_partner_activity_531,l10n_cl_partner_activity_513,477402,VENTA AL POR MENOR DE ROPA USADA EN COMERCIOS ,yes,1,1,1
l10n_cl_partner_activity_532,l10n_cl_partner_activity_513,477409,VENTA AL POR MENOR DE OTROS ARTÍCULOS DE SEGUNDA MANO EN COMERCIOS N.C.P. ,yes,1,1,1
l10n_cl_partner_activity_533,l10n_cl_partner_activity_418,,VENTA AL POR MENOR EN PUESTOS DE VENTA Y MERCADOS             ,not,nd,1,1
l10n_cl_partner_activity_534,l10n_cl_partner_activity_533,478100,"VENTA AL POR MENOR DE ALIMENTOS, BEBIDAS Y TABACO EN PUESTOS DE VENTA Y MERCADOS (INCLUYE FERIAS) ",yes,1,1,1
l10n_cl_partner_activity_535,l10n_cl_partner_activity_533,478200,"VENTA AL POR MENOR DE PRODUCTOS TEXTILES, PRENDAS DE VESTIR Y CALZADO EN PUESTOS DE VENTA Y MERCADOS ",yes,1,1,1
l10n_cl_partner_activity_536,l10n_cl_partner_activity_533,478900,VENTA AL POR MENOR DE OTROS PRODUCTOS EN PUESTOS DE VENTA Y MERCADOS (INCLUYE FERIAS) ,yes,1,1,1
l10n_cl_partner_activity_537,l10n_cl_partner_activity_418,,"VENTA AL POR MENOR NO REALIZADA EN COMERCIOS, PUESTOS DE VENTA O MERCADOS          ",not,nd,1,1
l10n_cl_partner_activity_538,l10n_cl_partner_activity_537,479100,"VENTA AL POR MENOR POR CORREO, POR INTERNET Y VÍA TELEFÓNICA ",yes,1,1,1
l10n_cl_partner_activity_539,l10n_cl_partner_activity_537,479901,VENTA AL POR MENOR REALIZADA POR INDEPENDIENTES EN LA LOCOMOCIÓN COLECTIVA (LEY 20.388) ,yes,1,1,1
l10n_cl_partner_activity_540,l10n_cl_partner_activity_537,479902,VENTA AL POR MENOR MEDIANTE MAQUINAS EXPENDEDORAS ,yes,1,1,1
l10n_cl_partner_activity_541,l10n_cl_partner_activity_537,479903,VENTA AL POR MENOR POR COMISIONISTAS (NO DEPENDIENTES DE COMERCIOS) ,yes,1,1,1
l10n_cl_partner_activity_542,l10n_cl_partner_activity_537,479909,"OTRAS ACTIVIDADES DE VENTA POR MENOR NO REALIZADAS EN COMERCIOS, PUESTOS DE VENTA O MERCADOS N.C.P. ",yes,1,1,1
l10n_cl_partner_activity_543,,,TRANSPORTE Y ALMACENAMIENTO,not,nd,1,1
l10n_cl_partner_activity_544,l10n_cl_partner_activity_543,,TRANSPORTE POR FERROCARRIL                    ,not,nd,1,1
l10n_cl_partner_activity_545,l10n_cl_partner_activity_544,491100,TRANSPORTE INTERURBANO DE PASAJEROS POR FERROCARRIL ,yes,1,1,1
l10n_cl_partner_activity_546,l10n_cl_partner_activity_544,491200,TRANSPORTE DE CARGA POR FERROCARRIL ,yes,1,1,1
l10n_cl_partner_activity_547,l10n_cl_partner_activity_543,,OTRAS ACTIVIDADES DE TRANSPORTE POR VÍA TERRESTRE                ,not,nd,1,1
l10n_cl_partner_activity_548,l10n_cl_partner_activity_547,492110,TRANSPORTE URBANO Y SUBURBANO DE PASAJEROS VÍA METRO Y METROTREN ,not,1,1,1
l10n_cl_partner_activity_549,l10n_cl_partner_activity_547,492120,TRANSPORTE URBANO Y SUBURBANO DE PASAJEROS VÍA LOCOMOCIÓN COLECTIVA ,not,1,1,1
l10n_cl_partner_activity_550,l10n_cl_partner_activity_547,492130,TRANSPORTE DE PASAJEROS VÍA TAXI COLECTIVO ,not,1,1,1
l10n_cl_partner_activity_551,l10n_cl_partner_activity_547,492190,OTRAS ACTIVIDADES DE TRANSPORTE URBANO Y SUBURBANO DE PASAJEROS POR VÍA TERRESTRE N.C.P. ,not,1,1,1
l10n_cl_partner_activity_552,l10n_cl_partner_activity_547,492210,SERVICIOS DE TRANSPORTE DE ESCOLARES ,not,1,1,1
l10n_cl_partner_activity_553,l10n_cl_partner_activity_547,492220,SERVICIOS DE TRANSPORTE DE TRABAJADORES ,not,1,1,1
l10n_cl_partner_activity_554,l10n_cl_partner_activity_547,492230,SERVICIOS DE TRANSPORTE DE PASAJEROS EN TAXIS LIBRES Y RADIOTAXIS ,not,1,1,1
l10n_cl_partner_activity_555,l10n_cl_partner_activity_547,492240,SERVICIOS DE TRANSPORTE A TURISTAS ,not,1,1,1
l10n_cl_partner_activity_556,l10n_cl_partner_activity_547,492250,TRANSPORTE DE PASAJEROS EN BUSES INTERURBANOS  ,not,1,1,1
l10n_cl_partner_activity_557,l10n_cl_partner_activity_547,492290,OTRAS ACTIVIDADES DE TRANSPORTE DE PASAJEROS POR VÍA TERRESTRE N.C.P. ,not,1,1,1
l10n_cl_partner_activity_558,l10n_cl_partner_activity_547,492300,TRANSPORTE DE CARGA POR CARRETERA ,yes,1,1,1
l10n_cl_partner_activity_559,l10n_cl_partner_activity_543,,TRANSPORTE POR TUBERÍAS                    ,not,nd,1,1
l10n_cl_partner_activity_560,l10n_cl_partner_activity_559,493010,TRANSPORTE POR OLEODUCTOS ,yes,1,1,1
l10n_cl_partner_activity_561,l10n_cl_partner_activity_559,493020,TRANSPORTE POR GASODUCTOS ,yes,1,1,1
l10n_cl_partner_activity_562,l10n_cl_partner_activity_559,493090,OTRAS ACTIVIDADES DE TRANSPORTE POR TUBERÍAS N.C.P. ,yes,1,1,1
l10n_cl_partner_activity_563,l10n_cl_partner_activity_543,,TRANSPORTE MARÍTIMO Y DE CABOTAJE                  ,not,nd,1,1
l10n_cl_partner_activity_564,l10n_cl_partner_activity_563,501100,TRANSPORTE DE PASAJEROS MARÍTIMO Y DE CABOTAJE ,yes,1,1,1
l10n_cl_partner_activity_565,l10n_cl_partner_activity_563,501200,TRANSPORTE DE CARGA MARÍTIMO Y DE CABOTAJE ,yes,1,1,1
l10n_cl_partner_activity_566,l10n_cl_partner_activity_543,,TRANSPORTE POR VÍAS DE NAVEGACIÓN INTERIORES                 ,not,nd,1,1
l10n_cl_partner_activity_567,l10n_cl_partner_activity_566,502100,TRANSPORTE DE PASAJEROS POR VÍAS DE NAVEGACIÓN INTERIORES ,yes,1,1,1
l10n_cl_partner_activity_568,l10n_cl_partner_activity_566,502200,TRANSPORTE DE CARGA POR VÍAS DE NAVEGACIÓN INTERIORES ,yes,1,1,1
l10n_cl_partner_activity_569,l10n_cl_partner_activity_543,,TRANSPORTE DE PASAJEROS POR VÍA AÉREA                 ,not,nd,1,1
l10n_cl_partner_activity_570,l10n_cl_partner_activity_569,511000,TRANSPORTE DE PASAJEROS POR VÍA AÉREA ,yes,1,1,1
l10n_cl_partner_activity_571,l10n_cl_partner_activity_543,,TRANSPORTE DE CARGA POR VÍA AÉREA                 ,not,nd,1,1
l10n_cl_partner_activity_572,l10n_cl_partner_activity_571,512000,TRANSPORTE DE CARGA POR VÍA AÉREA ,yes,1,1,1
l10n_cl_partner_activity_573,l10n_cl_partner_activity_543,,ALMACENAMIENTO Y DEPÓSITO                    ,not,nd,1,1
l10n_cl_partner_activity_574,l10n_cl_partner_activity_573,521001,EXPLOTACIÓN DE FRIGORÍFICOS PARA ALMACENAMIENTO Y DEPÓSITO ,yes,1,1,1
l10n_cl_partner_activity_575,l10n_cl_partner_activity_573,521009,OTROS SERVICIOS DE ALMACENAMIENTO Y DEPÓSITO N.C.P. ,yes,1,1,1
l10n_cl_partner_activity_576,l10n_cl_partner_activity_543,,ACTIVIDADES DE APOYO AL TRANSPORTE                  ,not,nd,1,1
l10n_cl_partner_activity_577,l10n_cl_partner_activity_576,522110,EXPLOTACIÓN DE TERMINALES TERRESTRES DE PASAJEROS ,yes,1,1,1
l10n_cl_partner_activity_578,l10n_cl_partner_activity_576,522120,EXPLOTACIÓN DE ESTACIONAMIENTOS DE VEHÍCULOS AUTOMOTORES Y PARQUÍMETROS ,yes,1,1,1
l10n_cl_partner_activity_579,l10n_cl_partner_activity_576,522130,SERVICIOS PRESTADOS POR CONCESIONARIOS DE CARRETERAS ,yes,1,1,1
l10n_cl_partner_activity_580,l10n_cl_partner_activity_576,522190,ACTIVIDADES DE SERVICIOS VINCULADAS AL TRANSPORTE TERRESTRE N.C.P. ,yes,1,1,1
l10n_cl_partner_activity_581,l10n_cl_partner_activity_576,522200,ACTIVIDADES DE SERVICIOS VINCULADAS AL TRANSPORTE ACUÁTICO ,yes,1,1,1
l10n_cl_partner_activity_582,l10n_cl_partner_activity_576,522300,ACTIVIDADES DE SERVICIOS VINCULADAS AL TRANSPORTE AÉREO ,yes,1,1,1
l10n_cl_partner_activity_583,l10n_cl_partner_activity_576,522400,MANIPULACIÓN DE LA CARGA ,yes,1,1,1
l10n_cl_partner_activity_584,l10n_cl_partner_activity_576,522910,AGENCIAS DE ADUANAS ,nd,1,1,1
l10n_cl_partner_activity_585,l10n_cl_partner_activity_576,522920,AGENCIAS DE NAVES ,nd,1,1,1
l10n_cl_partner_activity_586,l10n_cl_partner_activity_576,522990,OTRAS ACTIVIDADES DE APOYO AL TRANSPORTE N.C.P. ,nd,1,1,1
l10n_cl_partner_activity_587,l10n_cl_partner_activity_543,,ACTIVIDADES POSTALES                     ,not,nd,1,1
l10n_cl_partner_activity_588,l10n_cl_partner_activity_587,531000,ACTIVIDADES POSTALES ,nd,1,1,1
l10n_cl_partner_activity_589,l10n_cl_partner_activity_543,,ACTIVIDADES DE MENSAJERÍA                    ,not,nd,1,1
l10n_cl_partner_activity_590,l10n_cl_partner_activity_589,532000,ACTIVIDADES DE MENSAJERÍA ,nd,1,1,1
l10n_cl_partner_activity_591,,,ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS,not,nd,1,1
l10n_cl_partner_activity_592,l10n_cl_partner_activity_591,,ACTIVIDADES DE ALOJAMIENTO PARA ESTANCIAS CORTAS                 ,not,nd,1,1
l10n_cl_partner_activity_593,l10n_cl_partner_activity_592,551001,ACTIVIDADES DE HOTELES ,yes,1,1,1
l10n_cl_partner_activity_594,l10n_cl_partner_activity_592,551002,ACTIVIDADES DE MOTELES ,yes,1,1,1
l10n_cl_partner_activity_595,l10n_cl_partner_activity_592,551003,ACTIVIDADES DE RESIDENCIALES PARA TURISTAS ,yes,1,1,1
l10n_cl_partner_activity_596,l10n_cl_partner_activity_592,551009,OTRAS ACTIVIDADES DE ALOJAMIENTO PARA TURISTAS N.C.P. ,yes,1,1,1
l10n_cl_partner_activity_597,l10n_cl_partner_activity_591,,"ACTIVIDADES DE CAMPAMENTOS, PARQUES DE VEHÍCULOS DE RECREO Y PARQUES DE CARAVANAS           ",not,nd,1,1
l10n_cl_partner_activity_598,l10n_cl_partner_activity_597,552000,ACTIVIDADES DE CAMPING Y DE PARQUES PARA CASAS RODANTES ,yes,1,1,1
l10n_cl_partner_activity_599,l10n_cl_partner_activity_591,,OTRAS ACTIVIDADES DE ALOJAMIENTO                   ,not,nd,1,1
l10n_cl_partner_activity_600,l10n_cl_partner_activity_599,559001,ACTIVIDADES DE RESIDENCIALES PARA ESTUDIANTES Y TRABAJADORES  ,yes,1,1,1
l10n_cl_partner_activity_601,l10n_cl_partner_activity_599,559009,OTRAS ACTIVIDADES DE ALOJAMIENTO N.C.P. ,yes,1,1,1
l10n_cl_partner_activity_602,l10n_cl_partner_activity_591,,ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MÓVIL DE COMIDAS              ,not,nd,1,1
l10n_cl_partner_activity_603,l10n_cl_partner_activity_602,561000,ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MÓVIL DE COMIDAS ,yes,1,1,1
l10n_cl_partner_activity_604,l10n_cl_partner_activity_591,,SUMINISTRO DE COMIDAS POR ENCARGO Y OTRAS ACTIVIDADES DE SERVICIO DE COMIDAS           ,not,nd,1,1
l10n_cl_partner_activity_605,l10n_cl_partner_activity_604,562100,SUMINISTRO DE COMIDAS POR ENCARGO (SERVICIOS DE BANQUETERÍA) ,yes,1,1,1
l10n_cl_partner_activity_606,l10n_cl_partner_activity_604,562900,SUMINISTRO INDUSTRIAL DE COMIDAS POR ENCARGO; CONCESIÓN DE SERVICIOS DE ALIMENTACIÓN  ,yes,1,1,1
l10n_cl_partner_activity_607,l10n_cl_partner_activity_591,,ACTIVIDADES DE SERVICIO DE BEBIDAS                  ,not,nd,1,1
l10n_cl_partner_activity_608,l10n_cl_partner_activity_607,563001,"ACTIVIDADES DE DISCOTECAS Y CABARET (NIGHT CLUB), CON PREDOMINIO DEL SERVICIO DE BEBIDAS ",yes,1,1,1
l10n_cl_partner_activity_609,l10n_cl_partner_activity_607,563009,OTRAS ACTIVIDADES DE SERVICIO DE BEBIDAS N.C.P. ,yes,1,1,1
l10n_cl_partner_activity_610,,,INFORMACIÓN Y COMUNICACIONES,not,nd,1,1
l10n_cl_partner_activity_611,l10n_cl_partner_activity_610,,EDICIÓN DE LIBROS Y PUBLICACIONES PERIÓDICAS Y OTRAS ACTIVIDADES DE EDICIÓN            ,not,nd,1,1
l10n_cl_partner_activity_612,l10n_cl_partner_activity_611,581100,EDICIÓN DE LIBROS ,yes,1,1,1
l10n_cl_partner_activity_613,l10n_cl_partner_activity_611,581200,EDICIÓN DE DIRECTORIOS Y LISTAS DE CORREO ,yes,1,1,1
l10n_cl_partner_activity_614,l10n_cl_partner_activity_611,581300,"EDICIÓN DE DIARIOS, REVISTAS Y OTRAS PUBLICACIONES PERIÓDICAS ",yes,1,1,1
l10n_cl_partner_activity_615,l10n_cl_partner_activity_611,581900,OTRAS ACTIVIDADES DE EDICIÓN ,yes,1,1,1
l10n_cl_partner_activity_616,l10n_cl_partner_activity_610,,EDICIÓN DE PROGRAMAS INFORMÁTICOS                   ,not,nd,1,1
l10n_cl_partner_activity_617,l10n_cl_partner_activity_616,582000,EDICIÓN DE PROGRAMAS INFORMÁTICOS ,yes,1,1,1
l10n_cl_partner_activity_618,l10n_cl_partner_activity_610,,"ACTIVIDADES DE PRODUCCIÓN DE PELÍCULAS CINEMATOGRÁFICAS, VIDEOS Y PROGRAMAS DE TELEVISIÓN            ",not,nd,1,1
l10n_cl_partner_activity_619,l10n_cl_partner_activity_618,591100,"ACTIVIDADES DE PRODUCCIÓN DE PELÍCULAS CINEMATOGRÁFICAS, VIDEOS Y PROGRAMAS DE TELEVISIÓN ",nd,1,1,1
l10n_cl_partner_activity_620,l10n_cl_partner_activity_618,591200,"ACTIVIDADES DE POSTPRODUCCIÓN DE PELÍCULAS CINEMATOGRÁFICAS, VIDEOS Y PROGRAMAS DE TELEVISIÓN ",nd,1,1,1
l10n_cl_partner_activity_621,l10n_cl_partner_activity_618,591300,"ACTIVIDADES DE DISTRIBUCIÓN DE PELÍCULAS CINEMATOGRÁFICAS, VIDEOS Y PROGRAMAS DE TELEVISIÓN ",yes,1,1,1
l10n_cl_partner_activity_622,l10n_cl_partner_activity_618,591400,ACTIVIDADES DE EXHIBICIÓN DE PELÍCULAS CINEMATOGRÁFICAS Y CINTAS DE VIDEO ,yes,1,1,1
l10n_cl_partner_activity_623,l10n_cl_partner_activity_610,,ACTIVIDADES DE GRABACIÓN DE SONIDO Y EDICIÓN DE MÚSICA              ,not,nd,1,1
l10n_cl_partner_activity_624,l10n_cl_partner_activity_623,592000,ACTIVIDADES DE GRABACIÓN DE SONIDO Y EDICIÓN DE MÚSICA ,yes,1,1,1
l10n_cl_partner_activity_625,l10n_cl_partner_activity_610,,TRANSMISIONES DE RADIO                    ,not,nd,1,1
l10n_cl_partner_activity_626,l10n_cl_partner_activity_625,601000,TRANSMISIONES DE RADIO ,nd,1,1,1
