id,parent_id/id,code,name,iva_affected,tax_category,internet_available,active
l10n_cl_partner_activity_305,l10n_cl_partner_activity_296,281900,FABRICACIÓN DE OTROS TIPOS DE MAQUINARIA DE USO GENERAL ,yes,1,1,1
l10n_cl_partner_activity_306,l10n_cl_partner_activity_120,,FABRICACIÓN DE MAQUINARIA DE USO ESPECIAL                 ,not,nd,1,1
l10n_cl_partner_activity_307,l10n_cl_partner_activity_306,282100,FABRICACIÓN DE MAQUINARIA AGROPECUARIA Y FORESTAL ,yes,1,1,1
l10n_cl_partner_activity_308,l10n_cl_partner_activity_306,282200,FABRICACIÓN DE MAQUINARIA PARA LA CONFORMACIÓN DE METALES Y DE MÁQUINAS HERRAMIENTA ,yes,1,1,1
l10n_cl_partner_activity_309,l10n_cl_partner_activity_306,282300,FABRICACIÓN DE MAQUINARIA METALÚRGICA ,yes,1,1,1
l10n_cl_partner_activity_310,l10n_cl_partner_activity_306,282400,FABRICACIÓN DE MAQUINARIA PARA LA EXPLOTACIÓN DE MINAS Y CANTERAS Y PARA OBRAS DE CONSTRUCCIÓN ,yes,1,1,1
l10n_cl_partner_activity_311,l10n_cl_partner_activity_306,282500,"FABRICACIÓN DE MAQUINARIA PARA LA ELABORACIÓN DE ALIMENTOS, BEBIDAS Y TABACO ",yes,1,1,1
l10n_cl_partner_activity_312,l10n_cl_partner_activity_306,282600,"FABRICACIÓN DE MAQUINARIA PARA LA ELABORACIÓN DE PRODUCTOS TEXTILES, PRENDAS DE VESTIR Y CUEROS ",yes,1,1,1
l10n_cl_partner_activity_313,l10n_cl_partner_activity_306,282900,FABRICACIÓN DE OTROS TIPOS DE MAQUINARIA DE USO ESPECIAL ,yes,1,1,1
l10n_cl_partner_activity_314,l10n_cl_partner_activity_120,,FABRICACIÓN DE VEHÍCULOS AUTOMOTORES                   ,not,nd,1,1
l10n_cl_partner_activity_315,l10n_cl_partner_activity_314,291000,FABRICACIÓN DE VEHÍCULOS AUTOMOTORES ,yes,1,1,1
l10n_cl_partner_activity_316,l10n_cl_partner_activity_120,,FABRICACIÓN DE CARROCERÍAS PARA VEHÍCULOS AUTOMOTORES; FABRICACIÓN DE REMOLQUES Y SEMIRREMOLQUES ,not,nd,1,1
l10n_cl_partner_activity_317,l10n_cl_partner_activity_316,292000,FABRICACIÓN DE CARROCERÍAS PARA VEHÍCULOS AUTOMOTORES; FABRICACIÓN DE REMOLQUES Y SEMIRREMOLQUES ,yes,1,1,1
l10n_cl_partner_activity_318,l10n_cl_partner_activity_120,,"FABRICACIÓN DE PARTES, PIEZAS Y ACCESORIOS PARA VEHÍCULOS AUTOMOTORES              ",not,nd,1,1
l10n_cl_partner_activity_319,l10n_cl_partner_activity_318,293000,"FABRICACIÓN DE PARTES, PIEZAS Y ACCESORIOS PARA VEHÍCULOS AUTOMOTORES ",yes,1,1,1
l10n_cl_partner_activity_320,l10n_cl_partner_activity_120,,CONSTRUCCIÓN DE BUQUES Y OTRAS EMBARCACIONES                 ,not,nd,1,1
l10n_cl_partner_activity_321,l10n_cl_partner_activity_320,301100,"CONSTRUCCIÓN DE BUQUES, EMBARCACIONES MENORES Y ESTRUCTURAS FLOTANTES ",yes,1,1,1
l10n_cl_partner_activity_322,l10n_cl_partner_activity_320,301200,CONSTRUCCIÓN DE EMBARCACIONES DE RECREO Y DE DEPORTE ,yes,1,1,1
l10n_cl_partner_activity_323,l10n_cl_partner_activity_120,,FABRICACIÓN DE LOCOMOTORAS Y MATERIAL RODANTE                 ,not,nd,1,1
l10n_cl_partner_activity_324,l10n_cl_partner_activity_323,302000,FABRICACIÓN DE LOCOMOTORAS Y MATERIAL RODANTE ,yes,1,1,1
l10n_cl_partner_activity_325,l10n_cl_partner_activity_120,,"FABRICACIÓN DE AERONAVES, NAVES ESPACIALES Y MAQUINARIA CONEXA               ",not,nd,1,1
l10n_cl_partner_activity_326,l10n_cl_partner_activity_325,303000,"FABRICACIÓN DE AERONAVES, NAVES ESPACIALES Y MAQUINARIA CONEXA ",yes,1,1,1
l10n_cl_partner_activity_327,l10n_cl_partner_activity_120,,FABRICACIÓN DE VEHÍCULOS MILITARES DE COMBATE                 ,not,nd,1,1
l10n_cl_partner_activity_328,l10n_cl_partner_activity_327,304000,FABRICACIÓN DE VEHÍCULOS MILITARES DE COMBATE ,yes,1,1,1
l10n_cl_partner_activity_329,l10n_cl_partner_activity_120,,FABRICACIÓN DE EQUIPO DE TRANSPORTE N.C.P.                 ,not,nd,1,1
l10n_cl_partner_activity_330,l10n_cl_partner_activity_329,309100,FABRICACIÓN DE MOTOCICLETAS ,yes,1,1,1
l10n_cl_partner_activity_331,l10n_cl_partner_activity_329,309200,FABRICACIÓN DE BICICLETAS Y DE SILLAS DE RUEDAS ,yes,1,1,1
l10n_cl_partner_activity_332,l10n_cl_partner_activity_329,309900,FABRICACIÓN DE OTROS TIPOS DE EQUIPO DE TRANSPORTE N.C.P. ,yes,1,1,1
l10n_cl_partner_activity_333,l10n_cl_partner_activity_120,,FABRICACIÓN DE MUEBLES                    ,not,nd,1,1
l10n_cl_partner_activity_334,l10n_cl_partner_activity_333,310001,FABRICACIÓN DE MUEBLES PRINCIPALMENTE DE MADERA ,yes,1,1,1
l10n_cl_partner_activity_335,l10n_cl_partner_activity_333,310009,FABRICACIÓN DE COLCHONES; FABRICACIÓN DE OTROS MUEBLES N.C.P. ,yes,1,1,1
l10n_cl_partner_activity_336,l10n_cl_partner_activity_120,,"FABRICACIÓN DE JOYAS, BISUTERÍA Y ARTÍCULOS CONEXOS                ",not,nd,1,1
l10n_cl_partner_activity_337,l10n_cl_partner_activity_336,321100,FABRICACIÓN DE JOYAS Y ARTÍCULOS CONEXOS ,yes,1,1,1
l10n_cl_partner_activity_338,l10n_cl_partner_activity_336,321200,FABRICACIÓN DE BISUTERÍA Y ARTÍCULOS CONEXOS ,yes,1,1,1
l10n_cl_partner_activity_339,l10n_cl_partner_activity_120,,FABRICACIÓN DE INSTRUMENTOS MUSICALES                   ,not,nd,1,1
l10n_cl_partner_activity_340,l10n_cl_partner_activity_339,322000,FABRICACIÓN DE INSTRUMENTOS MUSICALES ,yes,1,1,1
l10n_cl_partner_activity_341,l10n_cl_partner_activity_120,,FABRICACIÓN DE ARTÍCULOS DE DEPORTE                  ,not,nd,1,1
l10n_cl_partner_activity_342,l10n_cl_partner_activity_341,323000,FABRICACIÓN DE ARTÍCULOS DE DEPORTE ,yes,1,1,1
l10n_cl_partner_activity_343,l10n_cl_partner_activity_120,,FABRICACIÓN DE JUEGOS Y JUGUETES                  ,not,nd,1,1
l10n_cl_partner_activity_344,l10n_cl_partner_activity_343,324000,FABRICACIÓN DE JUEGOS Y JUGUETES ,yes,1,1,1
l10n_cl_partner_activity_345,l10n_cl_partner_activity_120,,FABRICACIÓN DE INSTRUMENTOS Y MATERIALES MÉDICOS Y ODONTOLÓGICOS               ,not,nd,1,1
l10n_cl_partner_activity_346,l10n_cl_partner_activity_345,325001,ACTIVIDADES DE LABORATORIOS DENTALES ,yes,1,1,1
l10n_cl_partner_activity_347,l10n_cl_partner_activity_345,325009,"FABRICACIÓN DE INSTRUMENTOS Y MATERIALES MÉDICOS, OFTALMOLÓGICOS Y ODONTOLÓGICOS N.C.P. ",yes,1,1,1
l10n_cl_partner_activity_348,l10n_cl_partner_activity_120,,OTRAS INDUSTRIAS MANUFACTURERAS N.C.P.                   ,not,nd,1,1
l10n_cl_partner_activity_349,l10n_cl_partner_activity_348,329000,OTRAS INDUSTRIAS MANUFACTURERAS N.C.P. ,yes,1,1,1
l10n_cl_partner_activity_350,l10n_cl_partner_activity_120,,"REPARACIÓN DE PRODUCTOS ELABORADOS DE METAL, MAQUINARIA Y EQUIPO              ",not,nd,1,1
l10n_cl_partner_activity_351,l10n_cl_partner_activity_350,331100,REPARACIÓN DE PRODUCTOS ELABORADOS DE METAL ,yes,1,1,1
l10n_cl_partner_activity_352,l10n_cl_partner_activity_350,331201,REPARACIÓN DE MAQUINARIA AGROPECUARIA Y FORESTAL ,yes,1,1,1
l10n_cl_partner_activity_353,l10n_cl_partner_activity_350,331202,"REPARACIÓN DE MAQUINARIA METALÚRGICA, PARA LA MINERÍA, EXTRACCIÓN DE PETRÓLEO Y PARA LA CONSTRUCCIÓN ",yes,1,1,1
l10n_cl_partner_activity_354,l10n_cl_partner_activity_350,331203,"REPARACIÓN DE MAQUINARIA PARA LA ELABORACIÓN DE ALIMENTOS, BEBIDAS Y TABACO ",yes,1,1,1
l10n_cl_partner_activity_355,l10n_cl_partner_activity_350,331204,"REPARACIÓN DE MAQUINARIA PARA PRODUCIR TEXTILES, PRENDAS DE VESTIR, ARTÍCULOS DE CUERO Y CALZADO   ",yes,1,1,1
l10n_cl_partner_activity_356,l10n_cl_partner_activity_350,331209,REPARACIÓN DE OTRO TIPO DE MAQUINARIA Y EQUIPOS INDUSTRIALES N.C.P. ,yes,1,1,1
l10n_cl_partner_activity_357,l10n_cl_partner_activity_350,331301,"REPARACIÓN DE EQUIPO DE MEDICIÓN, PRUEBA, NAVEGACIÓN Y CONTROL ",yes,1,1,1
l10n_cl_partner_activity_358,l10n_cl_partner_activity_350,331309,REPARACIÓN DE OTROS EQUIPOS ELECTRÓNICOS Y ÓPTICOS N.C.P. ,yes,1,1,1
l10n_cl_partner_activity_359,l10n_cl_partner_activity_350,331400,REPARACIÓN DE EQUIPO ELÉCTRICO (EXCEPTO REPARACIÓN DE EQUIPO Y ENSERES DOMÉSTICOS) ,yes,1,1,1
l10n_cl_partner_activity_360,l10n_cl_partner_activity_350,331501,"REPARACIÓN DE BUQUES, EMBARCACIONES MENORES Y ESTRUCTURAS FLOTANTES ",yes,1,1,1
l10n_cl_partner_activity_361,l10n_cl_partner_activity_350,331502,REPARACIÓN DE AERONAVES Y NAVES ESPACIALES ,yes,1,1,1
l10n_cl_partner_activity_362,l10n_cl_partner_activity_350,331509,"REPARACIÓN DE OTROS EQUIPOS DE TRANSPORTE N.C.P., EXCEPTO VEHÍCULOS AUTOMOTORES ",yes,1,1,1
l10n_cl_partner_activity_363,l10n_cl_partner_activity_350,331900,REPARACIÓN DE OTROS TIPOS DE EQUIPO ,yes,1,1,1
l10n_cl_partner_activity_364,l10n_cl_partner_activity_120,,INSTALACIÓN DE MAQUINARIA Y EQUIPOS INDUSTRIALES                 ,not,nd,1,1
l10n_cl_partner_activity_365,l10n_cl_partner_activity_364,332000,INSTALACIÓN DE MAQUINARIA Y EQUIPOS INDUSTRIALES ,yes,1,1,1
l10n_cl_partner_activity_366,l10n_cl_partner_activity_364,,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",not,nd,1,1
l10n_cl_partner_activity_367,l10n_cl_partner_activity_366,,"GENERACIÓN, TRANSMISIÓN Y DISTRIBUCIÓN DE ENERGÍA ELÉCTRICA                ",not,nd,1,1
l10n_cl_partner_activity_368,l10n_cl_partner_activity_367,351011,GENERACIÓN DE ENERGÍA ELÉCTRICA EN CENTRALES HIDROELÉCTRICAS ,yes,1,1,1
l10n_cl_partner_activity_369,l10n_cl_partner_activity_367,351012,GENERACIÓN DE ENERGÍA ELÉCTRICA EN CENTRALES TERMOELÉCTRICAS ,yes,1,1,1
l10n_cl_partner_activity_370,l10n_cl_partner_activity_367,351019,GENERACIÓN DE ENERGÍA ELÉCTRICA EN OTRAS CENTRALES N.C.P. ,yes,1,1,1
l10n_cl_partner_activity_371,l10n_cl_partner_activity_367,351020,TRANSMISIÓN DE ENERGÍA ELÉCTRICA ,yes,1,1,1
l10n_cl_partner_activity_372,l10n_cl_partner_activity_367,351030,DISTRIBUCIÓN DE ENERGÍA ELÉCTRICA ,yes,1,1,1
l10n_cl_partner_activity_373,l10n_cl_partner_activity_366,,FABRICACIÓN DE GAS; DISTRIBUCIÓN DE COMBUSTIBLES GASEOSOS POR TUBERÍAS              ,not,nd,1,1
l10n_cl_partner_activity_374,l10n_cl_partner_activity_373,352010,REGASIFICACIÓN DE GAS NATURAL LICUADO (GNL) ,yes,1,1,1
l10n_cl_partner_activity_375,l10n_cl_partner_activity_373,352020,"FABRICACIÓN DE GAS; DISTRIBUCIÓN DE COMBUSTIBLES GASEOSOS POR TUBERÍA, EXCEPTO REGASIFICACIÓN DE GNL ",yes,1,1,1
l10n_cl_partner_activity_376,l10n_cl_partner_activity_366,,SUMINISTRO DE VAPOR Y DE AIRE ACONDICIONADO                ,not,nd,1,1
l10n_cl_partner_activity_377,l10n_cl_partner_activity_376,353001,SUMINISTRO DE VAPOR Y DE AIRE ACONDICIONADO ,yes,1,1,1
l10n_cl_partner_activity_378,l10n_cl_partner_activity_376,353002,ELABORACIÓN DE HIELO (EXCEPTO FABRICACIÓN DE HIELO SECO) ,yes,1,1,1
l10n_cl_partner_activity_379,l10n_cl_partner_activity_376,,"SUMINISTRO DE AGUA; EVACUACIÓN DE AGUAS RESIDUALES, GESTIÓN DE DESECHOS Y DESCONTAMINACIÓN",not,nd,1,1
l10n_cl_partner_activity_380,l10n_cl_partner_activity_379,,"CAPTACIÓN, TRATAMIENTO Y DISTRIBUCIÓN DE AGUA                 ",not,nd,1,1
l10n_cl_partner_activity_381,l10n_cl_partner_activity_380,360000,"CAPTACIÓN, TRATAMIENTO Y DISTRIBUCIÓN DE AGUA ",nd,1,1,1
l10n_cl_partner_activity_382,l10n_cl_partner_activity_379,,EVACUACIÓN DE AGUAS RESIDUALES                   ,not,nd,1,1
l10n_cl_partner_activity_383,l10n_cl_partner_activity_382,370000,EVACUACIÓN Y TRATAMIENTO DE AGUAS SERVIDAS ,yes,1,1,1
l10n_cl_partner_activity_384,l10n_cl_partner_activity_379,,RECOGIDA DE DESECHOS                    ,not,nd,1,1
l10n_cl_partner_activity_385,l10n_cl_partner_activity_384,381100,RECOGIDA DE DESECHOS NO PELIGROSOS ,yes,1,1,1
l10n_cl_partner_activity_386,l10n_cl_partner_activity_384,381200,RECOGIDA DE DESECHOS PELIGROSOS ,yes,1,1,1
l10n_cl_partner_activity_387,l10n_cl_partner_activity_379,,TRATAMIENTO Y ELIMINACIÓN DE DESECHOS                  ,not,nd,1,1
l10n_cl_partner_activity_388,l10n_cl_partner_activity_387,382100,TRATAMIENTO Y ELIMINACIÓN DE DESECHOS NO PELIGROSOS ,yes,1,1,1
l10n_cl_partner_activity_389,l10n_cl_partner_activity_387,382200,TRATAMIENTO Y ELIMINACIÓN DE DESECHOS PELIGROSOS ,yes,1,1,1
l10n_cl_partner_activity_390,l10n_cl_partner_activity_379,,RECUPERACIÓN DE MATERIALES                    ,not,nd,1,1
l10n_cl_partner_activity_391,l10n_cl_partner_activity_390,383001,RECUPERACIÓN Y RECICLAMIENTO DE DESPERDICIOS Y DESECHOS METÁLICOS ,yes,1,1,1
l10n_cl_partner_activity_392,l10n_cl_partner_activity_390,383002,RECUPERACIÓN Y RECICLAMIENTO DE PAPEL ,yes,1,1,1
l10n_cl_partner_activity_393,l10n_cl_partner_activity_390,383003,RECUPERACIÓN Y RECICLAMIENTO DE VIDRIO ,yes,1,1,1
l10n_cl_partner_activity_394,l10n_cl_partner_activity_390,383009,RECUPERACIÓN Y RECICLAMIENTO DE OTROS DESPERDICIOS Y DESECHOS N.C.P. ,yes,1,1,1
l10n_cl_partner_activity_395,l10n_cl_partner_activity_379,,ACTIVIDADES DE DESCONTAMINACIÓN Y OTROS SERVICIOS DE GESTIÓN DE DESECHOS             ,not,nd,1,1
l10n_cl_partner_activity_396,l10n_cl_partner_activity_395,390000,ACTIVIDADES DE DESCONTAMINACIÓN Y OTROS SERVICIOS DE GESTIÓN DE DESECHOS ,yes,1,1,1
l10n_cl_partner_activity_397,,,CONSTRUCCIÓN,not,nd,1,1
l10n_cl_partner_activity_398,l10n_cl_partner_activity_397,,CONSTRUCCIÓN DE EDIFICIOS                    ,not,nd,1,1
l10n_cl_partner_activity_399,l10n_cl_partner_activity_398,410010,CONSTRUCCIÓN DE EDIFICIOS PARA USO RESIDENCIAL ,yes,1,1,1
l10n_cl_partner_activity_400,l10n_cl_partner_activity_398,410020,CONSTRUCCIÓN DE EDIFICIOS PARA USO NO RESIDENCIAL ,yes,1,1,1
l10n_cl_partner_activity_401,l10n_cl_partner_activity_397,,CONSTRUCCIÓN DE CARRETERAS Y LÍNEAS DE FERROCARRIL                ,not,nd,1,1
l10n_cl_partner_activity_402,l10n_cl_partner_activity_401,421000,CONSTRUCCIÓN DE CARRETERAS Y LÍNEAS DE FERROCARRIL ,yes,1,1,1
l10n_cl_partner_activity_403,l10n_cl_partner_activity_397,,CONSTRUCCIÓN DE PROYECTOS DE SERVICIO PÚBLICO                 ,not,nd,1,1
l10n_cl_partner_activity_404,l10n_cl_partner_activity_403,422000,CONSTRUCCIÓN DE PROYECTOS DE SERVICIO PÚBLICO ,yes,1,1,1
l10n_cl_partner_activity_405,l10n_cl_partner_activity_397,,CONSTRUCCIÓN DE OTRAS OBRAS DE INGENIERÍA CIVIL                ,not,nd,1,1
l10n_cl_partner_activity_406,l10n_cl_partner_activity_405,429000,CONSTRUCCIÓN DE OTRAS OBRAS DE INGENIERÍA CIVIL ,yes,1,1,1
l10n_cl_partner_activity_407,l10n_cl_partner_activity_397,,DEMOLICIÓN Y PREPARACIÓN DEL TERRENO                  ,not,nd,1,1
l10n_cl_partner_activity_408,l10n_cl_partner_activity_407,431100,DEMOLICIÓN ,yes,1,1,1
l10n_cl_partner_activity_409,l10n_cl_partner_activity_407,431200,PREPARACIÓN DEL TERRENO ,yes,1,1,1
l10n_cl_partner_activity_410,l10n_cl_partner_activity_397,,"INSTALACIONES ELÉCTRICAS, DE GASFITERÍA Y OTRAS INSTALACIONES PARA OBRAS DE CONSTRUCCIÓN  ",not,nd,1,1
l10n_cl_partner_activity_411,l10n_cl_partner_activity_410,432100,INSTALACIONES ELÉCTRICAS ,yes,1,1,1
l10n_cl_partner_activity_412,l10n_cl_partner_activity_410,432200,"INSTALACIONES DE GASFITERÍA, CALEFACCIÓN Y AIRE ACONDICIONADO ",yes,1,1,1
l10n_cl_partner_activity_413,l10n_cl_partner_activity_410,432900,OTRAS INSTALACIONES PARA OBRAS DE CONSTRUCCIÓN ,yes,1,1,1
l10n_cl_partner_activity_414,l10n_cl_partner_activity_397,,TERMINACIÓN Y ACABADO DE EDIFICIOS                  ,not,nd,1,1
l10n_cl_partner_activity_415,l10n_cl_partner_activity_414,433000,TERMINACIÓN Y ACABADO DE EDIFICIOS ,yes,1,1,1
l10n_cl_partner_activity_416,l10n_cl_partner_activity_397,,OTRAS ACTIVIDADES ESPECIALIZADAS DE CONSTRUCCIÓN                  ,not,nd,1,1
l10n_cl_partner_activity_417,l10n_cl_partner_activity_416,439000,OTRAS ACTIVIDADES ESPECIALIZADAS DE CONSTRUCCIÓN ,yes,1,1,1
l10n_cl_partner_activity_418,,,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS,not,nd,1,1
l10n_cl_partner_activity_419,l10n_cl_partner_activity_418,,VENTA DE VEHÍCULOS AUTOMOTORES                   ,not,nd,1,1
l10n_cl_partner_activity_420,l10n_cl_partner_activity_419,451001,VENTA AL POR MAYOR DE VEHÍCULOS AUTOMOTORES ,yes,1,1,1
l10n_cl_partner_activity_421,l10n_cl_partner_activity_419,451002,VENTA AL POR MENOR DE VEHÍCULOS AUTOMOTORES NUEVOS O USADOS (INCLUYE COMPRAVENTA) ,yes,1,1,1
l10n_cl_partner_activity_422,l10n_cl_partner_activity_418,,MANTENIMIENTO Y REPARACIÓN DE VEHÍCULOS AUTOMOTORES                 ,not,nd,1,1
l10n_cl_partner_activity_423,l10n_cl_partner_activity_422,452001,SERVICIO DE LAVADO DE VEHÍCULOS AUTOMOTORES ,nd,1,1,1
l10n_cl_partner_activity_424,l10n_cl_partner_activity_422,452002,MANTENIMIENTO Y REPARACIÓN DE VEHÍCULOS AUTOMOTORES ,nd,1,1,1
l10n_cl_partner_activity_425,l10n_cl_partner_activity_418,,"VENTA DE PARTES, PIEZAS Y ACCESORIOS PARA VEHÍCULOS AUTOMOTORES              ",not,nd,1,1
l10n_cl_partner_activity_426,l10n_cl_partner_activity_425,453000,"VENTA DE PARTES, PIEZAS Y ACCESORIOS PARA VEHÍCULOS AUTOMOTORES ",yes,1,1,1
l10n_cl_partner_activity_427,l10n_cl_partner_activity_418,,"VENTA, MANTENIMIENTO Y REPARACIÓN DE MOTOCICLETAS Y SUS PARTES, PIEZAS Y ACCESORIOS           ",not,nd,1,1
l10n_cl_partner_activity_428,l10n_cl_partner_activity_427,454001,VENTA DE MOTOCICLETAS ,yes,1,1,1
l10n_cl_partner_activity_429,l10n_cl_partner_activity_427,454002,"VENTA DE PARTES, PIEZAS Y ACCESORIOS DE MOTOCICLETAS ",yes,1,1,1
l10n_cl_partner_activity_430,l10n_cl_partner_activity_427,454003,MANTENIMIENTO Y REPARACIÓN DE MOTOCICLETAS ,nd,1,1,1
l10n_cl_partner_activity_431,l10n_cl_partner_activity_418,,VENTA AL POR MAYOR A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATA           ,not,nd,1,1
l10n_cl_partner_activity_432,l10n_cl_partner_activity_431,461001,CORRETAJE AL POR MAYOR DE PRODUCTOS AGRÍCOLAS ,yes,1,1,1
l10n_cl_partner_activity_433,l10n_cl_partner_activity_431,461002,CORRETAJE AL POR MAYOR DE GANADO ,yes,1,1,1
l10n_cl_partner_activity_434,l10n_cl_partner_activity_431,461009,OTROS TIPOS DE CORRETAJES O REMATES AL POR MAYOR N.C.P. ,yes,1,1,1
l10n_cl_partner_activity_435,l10n_cl_partner_activity_418,,VENTA AL POR MAYOR DE MATERIAS PRIMAS AGROPECUARIAS Y ANIMALES VIVOS            ,not,nd,1,1
l10n_cl_partner_activity_436,l10n_cl_partner_activity_435,462010,VENTA AL POR MAYOR DE MATERIAS PRIMAS AGRÍCOLAS ,yes,1,1,1
l10n_cl_partner_activity_437,l10n_cl_partner_activity_435,462020,VENTA AL POR MAYOR DE ANIMALES VIVOS ,yes,1,1,1
l10n_cl_partner_activity_438,l10n_cl_partner_activity_435,462090,VENTA AL POR MAYOR DE OTRAS MATERIAS PRIMAS AGROPECUARIAS N.C.P. ,yes,1,1,1
l10n_cl_partner_activity_439,l10n_cl_partner_activity_418,,"VENTA AL POR MAYOR DE ALIMENTOS, BEBIDAS Y TABACO              ",not,nd,1,1
l10n_cl_partner_activity_440,l10n_cl_partner_activity_439,463011,VENTA AL POR MAYOR DE FRUTAS Y VERDURAS ,yes,1,1,1
l10n_cl_partner_activity_441,l10n_cl_partner_activity_439,463012,VENTA AL POR MAYOR DE CARNE Y PRODUCTOS CÁRNICOS ,yes,1,1,1
l10n_cl_partner_activity_442,l10n_cl_partner_activity_439,463013,"VENTA AL POR MAYOR DE PRODUCTOS DEL MAR (PESCADOS, MARISCOS Y ALGAS) ",yes,1,1,1
l10n_cl_partner_activity_443,l10n_cl_partner_activity_439,463014,VENTA AL POR MAYOR DE PRODUCTOS DE CONFITERÍA ,yes,1,1,1
l10n_cl_partner_activity_444,l10n_cl_partner_activity_439,463019,"VENTA AL POR MAYOR DE HUEVOS, LÁCTEOS, ABARROTES Y DE OTROS ALIMENTOS N.C.P. ",yes,1,1,1
l10n_cl_partner_activity_445,l10n_cl_partner_activity_439,463020,VENTA AL POR MAYOR DE BEBIDAS ALCOHÓLICAS Y NO ALCOHÓLICAS ,yes,1,1,1
l10n_cl_partner_activity_446,l10n_cl_partner_activity_439,463030,VENTA AL POR MAYOR DE TABACO ,yes,1,1,1
l10n_cl_partner_activity_447,l10n_cl_partner_activity_418,,VENTA AL POR MAYOR DE ENSERES DOMÉSTICOS                ,not,nd,1,1
l10n_cl_partner_activity_448,l10n_cl_partner_activity_447,464100,"VENTA AL POR MAYOR DE PRODUCTOS TEXTILES, PRENDAS DE VESTIR Y CALZADO ",yes,1,1,1
l10n_cl_partner_activity_449,l10n_cl_partner_activity_447,464901,"VENTA AL POR MAYOR DE MUEBLES, EXCEPTO MUEBLES DE OFICINA ",yes,1,1,1
l10n_cl_partner_activity_450,l10n_cl_partner_activity_447,464902,VENTA AL POR MAYOR DE ARTÍCULOS ELÉCTRICOS Y ELECTRÓNICOS PARA EL HOGAR ,yes,1,1,1
l10n_cl_partner_activity_451,l10n_cl_partner_activity_447,464903,"VENTA AL POR MAYOR DE ARTÍCULOS DE PERFUMERÍA, DE TOCADOR Y COSMÉTICOS ",yes,1,1,1
l10n_cl_partner_activity_452,l10n_cl_partner_activity_447,464904,VENTA AL POR MAYOR DE ARTÍCULOS DE PAPELERÍA Y ESCRITORIO ,yes,1,1,1
l10n_cl_partner_activity_453,l10n_cl_partner_activity_447,464905,VENTA AL POR MAYOR DE LIBROS ,yes,1,1,1
l10n_cl_partner_activity_454,l10n_cl_partner_activity_447,464906,VENTA AL POR MAYOR DE DIARIOS Y REVISTAS ,yes,1,1,1
l10n_cl_partner_activity_455,l10n_cl_partner_activity_447,464907,VENTA AL POR MAYOR DE PRODUCTOS FARMACÉUTICOS Y MEDICINALES  ,yes,1,1,1
l10n_cl_partner_activity_456,l10n_cl_partner_activity_447,464908,VENTA AL POR MAYOR DE INSTRUMENTOS CIENTÍFICOS Y QUIRÚRGICOS ,yes,1,1,1
l10n_cl_partner_activity_457,l10n_cl_partner_activity_447,464909,VENTA AL POR MAYOR DE OTROS ENSERES DOMÉSTICOS N.C.P. ,yes,1,1,1
l10n_cl_partner_activity_458,l10n_cl_partner_activity_418,,"VENTA AL POR MAYOR DE MAQUINARIA, EQUIPO Y MATERIALES              ",not,nd,1,1
l10n_cl_partner_activity_459,l10n_cl_partner_activity_458,465100,"VENTA AL POR MAYOR DE COMPUTADORES, EQUIPO PERIFÉRICO Y PROGRAMAS INFORMÁTICOS ",yes,1,1,1
l10n_cl_partner_activity_460,l10n_cl_partner_activity_458,465200,"VENTA AL POR MAYOR DE EQUIPO, PARTES Y PIEZAS ELECTRÓNICOS Y DE TELECOMUNICACIONES ",yes,1,1,1
l10n_cl_partner_activity_461,l10n_cl_partner_activity_458,465300,"VENTA AL POR MAYOR DE MAQUINARIA, EQUIPO Y MATERIALES AGROPECUARIOS ",yes,1,1,1
l10n_cl_partner_activity_462,l10n_cl_partner_activity_458,465901,"VENTA AL POR MAYOR DE MAQUINARIA METALÚRGICA, PARA LA MINERÍA, EXTRACCIÓN DE PETRÓLEO Y CONSTRUCCIÓN ",yes,1,1,1
l10n_cl_partner_activity_463,l10n_cl_partner_activity_458,465902,"VENTA AL POR MAYOR DE MAQUINARIA PARA LA ELABORACIÓN DE ALIMENTOS, BEBIDAS Y TABACO ",yes,1,1,1
l10n_cl_partner_activity_464,l10n_cl_partner_activity_458,465903,"VENTA AL POR MAYOR DE MAQUINARIA PARA LA INDUSTRIA TEXTIL, DEL CUERO Y DEL CALZADO ",yes,1,1,1
l10n_cl_partner_activity_465,l10n_cl_partner_activity_458,465904,VENTA AL POR MAYOR DE MAQUINARIA Y EQUIPO DE OFICINA; VENTA AL POR MAYOR DE MUEBLES DE OFICINA ,yes,1,1,1
l10n_cl_partner_activity_466,l10n_cl_partner_activity_458,465905,"VENTA AL POR MAYOR DE EQUIPO DE TRANSPORTE(EXCEPTO VEHÍCULOS AUTOMOTORES, MOTOCICLETAS Y BICICLETAS) ",yes,1,1,1
l10n_cl_partner_activity_467,l10n_cl_partner_activity_458,465909,VENTA AL POR MAYOR DE OTROS TIPOS DE MAQUINARIA Y EQUIPO N.C.P. ,yes,1,1,1
l10n_cl_partner_activity_468,l10n_cl_partner_activity_418,,OTRAS ACTIVIDADES DE VENTA AL POR MAYOR ESPECIALIZADA               ,not,nd,1,1
